ISP_name,review_by,review_id,location,cost,installation_time,pre_sales_information,install_co-ordination,connection_reliability,tech_support,services,value_for_money,date
Telus,SandIT  ,60616,"Kelowna, BC, Canada",45,,75,75,100,0,75,75,2007-05-19
Telus,edmtech9  ,45016,"Edmonton, AB, Canada",55,2,100,75,50,0,25,50,2007-04-12
Telus,benbronco  ,60174,"Toronto, ON, Canada",59,1,50,75,100,75,75,100,2007-04-12
Telus,siberx4  ,60107,"West Vancouver, BC, Canada",55,7,50,50,75,0,75,75,2007-04-12
Telus,tclive991  ,60007,"Cranbrook, BC, Canada",40,3,50,25,0,75,0,0,2007-03-07
Telus,dollarbillz  ,59721,"Calgary, AB, Canada",35,10,,,,,,,2007-03-07
Telus,DCardno  ,6749,"Richmond, BC, Canada",65,,50,50,100,0,100,75,2007-03-07
Telus,The E  ,28195,"Burnaby, BC, Canada",40,10,75,75,75,0,50,50,2007-01-29
Telus,jackiepierre  ,59321,"Vancouver, BC, Canada",45,,50,50,0,25,50,0,2007-01-29
Telus,squibT  ,59246,"Nanaimo, BC, Canada",30,14,75,50,100,100,25,50,2007-01-29
Telus,canuck45  ,58826,"Maple Ridge, BC, Canada",96,14,25,50,50,25,,25,2006-12-24
Telus,Twysted  ,58716,"Fort St John, BC, Canada",30,3,75,50,100,75,100,100,2006-12-24
Telus,werdnagreb  ,58045,"Vancouver, BC, Canada",35,,50,50,100,25,50,75,2006-10-12
Telus,napaq  ,58021,"Kamloops, BC, Canada",40,,100,100,100,100,100,75,2006-10-12
Telus,Stormscape  ,58009,"Vancouver, BC, Canada",57,,75,75,100,50,75,25,2006-10-12
Telus,KingSimbaca  ,57963,"Edmonton, AB, Canada",39,,75,75,50,0,0,0,2006-10-12
Telus,ranubiset  ,56660,"North Vancouver, BC, Canada",36,7,75,75,50,0,50,75,2006-06-24
Telus,gemlog  ,56648,"Terrace, BC, Canada",95,,,,,,,,2006-06-24
Telus,gemlog  ,55729,"Terrace, BC, Canada",84,38,25,25,100,25,0,0,2006-04-12
Telus,TK421  ,50639,Canada,29,5,50,50,100,25,75,75,2006-04-12
Telus,Peterg10  ,31074,"Montreal, QC, Canada",55,,50,75,75,25,25,25,2006-04-12
Telus,danf  ,55127,"Abbotsford, BC, Canada",81,7,75,25,100,25,75,75,2006-03-06
Telus,DSL Canuck  ,54884,undisclosed location,39,7,75,100,100,100,100,100,2006-03-06
Telus,shadow4evr  ,54256,"Black Creek, BC, Canada",,,50,0,0,75,50,25,2006-01-29
Telus,Solar1um  ,53922,Lévis - QC,45,,100,100,100,100,100,100,2005-12-23
Telus,jamos669  ,52604,"Vancouver, BC, Canada",25,14,50,75,100,100,100,75,2005-10-11
Telus,rock_on  ,52596,"Colpitts Settlement, NB, Canada",32,45,50,0,50,75,50,50,2005-10-11
Telus,E_V  ,7206,"Vancouver, BC, Canada",30,,100,75,75,100,100,100,2005-10-11
Telus,pickalow  ,51949,undisclosed location,,,25,50,25,25,0,0,2005-09-05
Telus,Dammon  ,51496,"Burnaby, BC, Canada",40,2,100,100,100,75,75,50,2005-07-30
Telus,cadence007  ,50778,v2e,85,7,75,75,100,50,50,25,2005-06-24
Telus,Liontaur  ,47213,"Salmon Arm, BC, Canada",59,6,100,75,100,75,75,75,2005-06-24
Telus,email scope  ,50541,Canada,37,14,100,100,100,50,100,100,2005-06-24
Telus,Spiike1  ,50348,"Lumby, BC, Canada",29,,75,75,100,100,75,25,2005-05-18
Telus,jbartel7  ,50336,"Chilliwack, BC, Canada",37,3,100,75,75,50,,0,2005-05-18
Telus,MariC9  ,50331,VANBC,29,,100,100,0,0,0,100,2005-05-18
Telus,keylimeinbc  ,50145,"Nanaimo, BC, Canada",30,5,75,75,25,50,50,50,2005-05-18
Telus,fvvr  ,50004,"Edmonton, AB, Canada",50,12,25,,100,75,100,50,2005-05-18
Telus,Scorchersc  ,49922,canada,63,7,0,75,75,25,25,25,2005-05-18
Telus,Reign  ,49819,"Toronto, ON",44,4,100,75,50,75,75,25,2005-04-12
Telus,jgudmuns8  ,49776,"Lethbridge, AB, Canada",29,4,75,100,25,75,50,75,2005-04-12
Telus,mike_minh  ,49759,Canada,,,75,50,100,50,100,50,2005-04-12
Telus,BoO_Ya4  ,49282,Canada,40,4,75,100,50,75,100,75,2005-04-12
Telus,vernono_  ,49210,"Calgary, AB, Canada",40,,50,50,75,0,25,50,2005-03-06
Telus,foo_fighter_foo  ,49073,"Calgary, AB, Canada",45,1,75,75,100,75,75,75,2005-03-06
Telus,cleavage  ,48508,"Calgary, AB, Canada",35,2,75,75,100,75,100,100,2005-01-29
Telus,dslispower  ,47762,Ca Na Da,30,7,100,100,100,100,100,100,2004-12-23
Telus,monsoon17  ,47628,undisclosed location,47,3,100,100,100,50,100,100,2004-12-23
Telus,parkbear  ,47283,"Kamloops, BC, Canada",44,,75,25,100,75,75,75,2004-12-23
Telus,cocacola1981  ,46672,"Calgary, AB, Canada",50,,100,100,100,100,100,100,2004-11-17
Telus,JammerMan79  ,46170,"Prince George, BC, Canada",,3,75,100,100,50,100,100,2004-10-11
Telus,crharris4  ,45725,"Edmonton, AB, Canada",35,,75,50,75,25,75,50,2004-09-05
Telus,Jon Geb  ,13783,"Howell, Livingston, MI, USA",39,2,50,100,100,50,50,100,2004-09-05
Telus,jctcom  ,44456,"North Vancouver, BC, Canada",85,,25,75,25,75,25,25,2004-07-30
Telus,mkapos  ,44357,v6b4j2,,,50,50,75,25,25,50,2004-06-24
Telus,lucky644  ,44044,undisclosed location,49,5,75,100,75,75,50,50,2004-06-24
Telus,justlam  ,43680,"Richmond, BC, Canada",24,6,75,75,50,25,50,75,2004-05-18
Telus,ayyvr  ,43652,"Vancouver, BC, Canada",,,75,50,100,75,75,75,2004-05-18
Telus,FunkyMeista  ,43621,"Vancouver, BC, Canada",24,21,50,50,0,25,25,0,2004-05-18
Telus,ID000001  ,43542,"Coquitlam, BC, Canada",28,6,100,100,100,100,100,100,2004-05-18
Telus,dpreview7  ,42838,"Port Coquitlam, BC, Canada",24,,100,100,100,100,100,100,2004-04-11
Telus,merve048  ,41808,undisclosed location,35,4,100,75,75,75,100,100,2004-03-06
Telus,solidgood2  ,40888,"Vancouver, BC, Canada",40,,75,75,0,25,50,50,2004-01-29
Telus,SoludSnake  ,40814,"Coquitlam, BC, Canada",42,5,,,,,,,2004-01-29
Telus,ride365  ,40808,"Kelowna, BC, Canada",45,5,75,75,100,75,100,100,2004-01-29
Telus,two4Zero  ,40725,"Victoria, BC, Canada",69,2,100,100,75,,,100,2004-01-29
Telus,shellenberg  ,40650,"Salmo, BC",79,5,75,75,100,75,75,100,2004-01-29
Telus,novauser86  ,39905,"Surrey, BC, Canada",24,3,,,,,,,2003-12-24
Telus,Themorningsh  ,39679,Canada,34,,75,75,75,100,75,75,2003-12-24
Telus,(hidden by request) ,,undisclosed location,50,,75,0,50,0,50,50,2003-11-17
Telus,eaglemb  ,39244,Canada,19,21,0,0,50,0,0,75,2003-11-17
Telus,MrGovorov  ,39172,"Kamloops, BC, Canada",35,24,75,50,100,50,,100,2003-11-17
Telus,XT0RT  ,39171,"Edmonton, AB, Canada",79,13,100,75,75,75,100,75,2003-11-17
Telus,dennisL9  ,8757,"Westbank, BC, Canada",187,,75,50,50,25,50,50,2003-11-17
Telus,chaos945  ,38713,Canada,25,,25,75,25,25,0,50,2003-10-12
Telus,sekazaba  ,37917,"Vernon, BC, Canada",25,,75,0,0,0,25,50,2003-10-12
Telus,statusqueen  ,38369,"Surrey, BC, Canada",19,60,75,75,0,0,75,25,2003-10-12
Telus,UnionC  ,38153,"Campbell River, BC, Canada",49,,50,25,0,0,,25,2003-10-12
Telus,fdavey  ,38150,"Calgary, AB, Canada",30,,50,50,0,25,50,0,2003-10-12
Telus,Mauricio9  ,38087,"Vancouver, BC, Canada",19,12,50,0,50,0,0,50,2003-09-05
Telus,mezzoola  ,37985,"Victoria, BC, Canada",24,,50,0,0,50,0,0,2003-09-05
Telus,dstevens1958  ,37606,undisclosed location,,,50,75,0,0,75,25,2003-09-05
Telus,blackjax  ,37433,"Kelowna, BC, Canada",49,,100,25,100,0,,75,2003-09-05
Telus,dmaksymec  ,23367,"Calgary, AB, Canada",80,80,50,25,25,0,25,0,2003-07-31
Telus,jlucky  ,36949,"New Westminster, BC, Canada",34,7,50,75,75,50,0,50,2003-07-31
Telus,seven381  ,36598,"Surrey, BC, Canada",,,,,,,,,2003-06-24
Telus,(hidden by request) ,,undisclosed location,39,,100,75,100,100,75,100,2003-06-24
Telus,flashharry  ,27775,"Prince George, BC, Canada",34,,50,75,100,75,50,100,2003-06-24
Telus,RogueMonk  ,35860,"Abbotsford, BC, Canada",35,,75,75,50,75,75,75,2003-05-19
Telus,ktims9  ,33513,"Edmonton, AB, Canada",35,15,50,75,25,25,75,50,2003-05-19
Telus,pismo  ,22066,CANADA,34,,100,100,100,75,100,100,2003-04-12
Telus,mrbatman  ,35032,"Edmonton, AB, Canada",39,,75,75,100,75,75,75,2003-04-12
Telus,Snidstar  ,34872,"Calgary, AB, Canada",37,14,0,25,50,25,50,25,2003-04-12
Telus,tertl  ,34622,"Independence, Jackson, MO, USA",35,6,100,100,100,100,75,100,2003-04-12
Telus,free1235  ,34650,undisclosed location,34,,75,75,50,75,50,100,2003-04-12
Telus,DiamondEdge  ,34187,"Calgary, AB, Canada",34,6,75,100,50,25,75,25,2003-04-12
Telus,jchesnut4  ,34112,"Calgary, AB, Canada",75,4,100,75,75,75,75,75,2003-03-07
Telus,Killa4Real$  ,33884,undisclosed location,,,0,0,0,0,0,0,2003-03-07
Telus,obewan$  ,33490,"Calgary, AB, Canada",39,15,0,0,0,0,0,0,2003-03-07
Telus,khonlan  ,33746,undisclosed location,43,22,0,0,0,0,0,0,2003-03-07
Telus,jfgg  ,18146,"Victoria, BC, Canada",60,14,75,75,50,50,50,50,2003-01-29
Telus,eric2k2  ,32947,"Burnaby, BC, Canada",34,5,100,100,100,100,100,100,2003-01-29
Telus,bneilson  ,32539,"Prince George, BC, Canada",40,3,,,75,75,75,75,2003-01-29
Telus,phantom1976  ,23337,"Victoria, BC, Canada",34,5,75,100,75,25,100,75,2003-01-29
Telus,shortt  ,32252,undisclosed location,,,75,75,50,0,50,0,2003-01-29
Telus,BA  ,28655,"Vancouver, BC, Canada",39,7,50,75,50,50,50,50,2003-01-29
Telus,Infinity_3D  ,32116,"Victoria, BC, Canada",29,3,100,100,100,75,100,100,2003-01-29
Telus,browner99  ,31164,undisclosed location,26,100,100,100,50,100,75,100,2002-11-17
Telus,KRONIC KILLE  ,31054,"Prince George, BC, Canada",,,75,0,25,0,50,0,2002-11-17
Telus,(hidden by request) ,,undisclosed location,43,,75,50,25,0,75,75,2002-11-17
Telus,Oriax5  ,29682,"Edmonton, AB, Canada",,,25,0,0,25,25,0,2002-09-05
Telus,grieks  ,29497,"Surrey, BC, Canada",24,14,75,50,100,25,100,75,2002-09-05
Telus,williamj2  ,29120,"Vancouver, BC, Canada",35,,25,50,0,0,25,0,2002-07-31
Telus,ccardow  ,29119,"Abbotsford, BC, Canada",74,,50,25,0,50,50,0,2002-07-31
Telus,AlphaOmega0  ,28964,"Lions Bay, BC, Canada",25,7,75,100,100,75,75,100,2002-07-31
Telus,cmcbrien  ,28645,"Calgary, AB, Canada",180,,25,0,50,50,50,0,2002-06-24
Telus,nopk  ,28629,"Victoria, BC, Canada",25,,50,75,0,25,25,0,2002-06-24
Telus,freditoj  ,28395,"Ponce, Ponce, PR, USA",59,60,0,50,75,0,0,25,2002-06-24
Telus,monster_13  ,28390,"Edmonton, AB",34,3,100,100,100,100,100,100,2002-06-24
Telus,Flip_Kid  ,28341,undisclosed location,40,200,0,0,0,0,0,0,2002-06-24
Telus,DaGOr2  ,28331,Canada,35,,75,75,50,50,75,50,2002-06-24
Telus,randy penguin  ,28147,t5e-4c5,35,,50,75,25,50,25,25,2002-06-24
Telus,spazattack101  ,25340,"Surrey, BC, Canada",34,4,100,100,100,100,100,100,2002-06-24
Telus,rlad  ,28041,"Fort Mcmurray, AB, Canada",75,3,100,100,100,100,75,75,2002-06-24
Telus,NeO_eXoDuS  ,27601,"Calgary, AB, Canada",34,4,0,100,0,0,0,0,2002-05-18
Telus,night_hawk  ,21435,"Burnaby, BC, Canada",,,75,75,100,100,100,100,2002-05-18
Telus,angeldivax  ,27208,"Medicine Hat, AB, Canada",,,75,75,100,100,100,100,2002-04-12
Telus,brikid  ,24573,Canada,35,,0,25,0,0,50,25,2002-03-06
Telus,bkdsluser2b  ,24721,"Calgary, AB, Canada",39,30,0,0,0,25,,25,2002-01-29
Telus,edalzell2  ,24676,"Vancouver, BC, Canada",39,14,,100,75,75,,100,2002-01-29
Telus,DuQQy  ,24594,undisclosed location,,21,100,75,100,75,75,100,2002-01-29
Telus,cwbrown  ,24593,"Calgary, AB, Canada",39,,100,100,100,100,100,100,2002-01-29
Telus,jbwalker  ,24578,"North Vancouver, BC, Canada",40,,75,75,50,75,75,75,2002-01-29
Telus,bovid  ,24160,"Sherwood Park, AB, Canada",34,4,75,75,75,50,50,50,2002-01-29
Telus,gmmclean  ,23712,"Quesnel, BC, Canada",34,,100,100,100,75,100,100,2001-12-23
Telus,EZero0  ,23668,undisclosed location,,30,75,100,100,75,75,100,2001-12-23
Telus,telusdslusr  ,23533,"Edmonton, AB, Canada",169,10,50,100,100,75,100,100,2001-12-23
Telus,biztyke  ,23461,"Maple Ridge, BC, Canada",34,4,75,100,100,,100,100,2001-12-23
Telus,person1024  ,23350,"Port Moody, BC, Canada",45,,50,50,25,25,100,75,2001-12-23
Telus,Ralph.Meyer ,,undisclosed location,34,,75,100,100,100,75,100,2001-11-17
Telus,(hidden by request) ,,undisclosed location,70,,75,75,25,0,50,50,2001-11-17
Telus,bigbear2001  ,22190,"Vancouver, BC, Canada",40,14,75,75,75,50,50,75,2001-10-11
Telus,Freedon_Nadd  ,22025,"Edmonton, AB, Canada",59,30,50,75,50,50,50,100,2001-10-11
Telus,fleshgordon  ,22010,"Richmond, BC, Canada",39,30,50,50,0,25,0,25,2001-10-11
Telus,ram160  ,18231,v6x,45,8,25,50,25,50,50,25,2001-09-05
Telus,iluvvettes  ,21111,"Abbotsford, BC, Canada",39,10,75,75,100,75,75,75,2001-09-05
Telus,The Ripper4  ,21017,CANADA,45,180,75,75,75,50,75,75,2001-09-05
Telus,onemob1  ,20979,"Vancouver, BC, Canada",34,5,75,100,0,0,50,50,2001-09-05
Telus,derekfairley  ,20716,"New Westminster, BC, Canada",45,,50,75,0,0,25,25,2001-09-05
Telus,Ackis  ,20618,"Edmonton, AB, Canada",39,16,75,100,75,75,75,75,2001-09-05
Telus,AuroraStryker  ,20559,Canada,,,75,75,50,75,75,50,2001-09-05
Telus,Digital Dream  ,20542,Canada,39,60,100,75,100,75,100,100,2001-09-05
Telus,Tony_K  ,20455,T5B-3S3,64,25,50,75,25,0,0,25,2001-09-05
Telus,homewebnet  ,16070,v7v-4x6,39,90,100,100,100,100,100,100,2001-09-05
Telus,Occasu$  ,20043,"North Vancouver, BC, Canada",39,14,100,50,75,75,75,75,2001-07-30
Telus,Hrozz  ,19669,"St Albert, AB, Canada",40,7,50,100,100,75,100,100,2001-07-30
Telus,ansley9  ,18860,"Vancouver, BC, Canada",64,,50,25,25,0,50,50,2001-06-24
Telus,KillerKlown  ,18652,"Blenheim, ON, Canada",75,150,0,0,0,0,0,0,2001-06-24
Telus,nexus69  ,18505,"Vancouver, BC, Canada",40,90,50,75,75,50,50,75,2001-06-24
Telus,Si_Civic  ,18393,"Kamloops, BC, Canada",35,210,50,50,0,25,0,75,2001-06-24
Telus,chocolate3  ,18364,undisclosed location,,30,25,0,0,0,0,25,2001-06-24
Telus,wlee15  ,18295,"Calgary, AB, Canada",34,3,100,50,100,75,75,100,2001-06-24
Telus,webtek  ,18215,T4G5G6,,,0,0,0,0,0,0,2001-06-24
Telus,JSilver3  ,18102,"Vancouver, BC, Canada",75,120,50,50,0,25,50,25,2001-06-24
Telus,MadHatter7  ,14970,"Prince George, BC, Canada",45,,25,25,0,0,25,0,2001-06-24
Telus,Guntut  ,18023,undisclosed location,,90,25,25,0,0,0,0,2001-06-24
Telus,King Tut4  ,18021,"Beverly Hills, Los Angeles, CA, USA",65,250,0,25,0,0,0,0,2001-06-24
Telus,rogerlange  ,17495,v2x2k,35,,25,25,25,50,75,75,2001-05-18
Telus,racerocks  ,17366,"Abbotsford, BC, Canada",45,120,50,100,100,75,75,75,2001-05-18
Telus,Roddy  ,16737,"Richmond, BC, Canada",34,15,50,75,100,75,100,100,2001-05-18
Telus,highroller480  ,16477,T0L 0C0,39,120,50,75,100,25,75,75,2001-05-18
Telus,ih8telus5  ,16154,CA,,180,0,0,0,0,0,0,2001-04-12
Telus,sleeperguy  ,15968,"Schenectady, Schenectady, NY, USA",40,45,100,100,100,75,100,100,2001-04-12
Telus,dragon_gal  ,15967,T3V4D1,39,10,75,75,100,75,100,100,2001-04-12
Telus,sleeperguy  ,15966,"Schenectady, Schenectady, NY, USA",40,45,100,100,100,75,100,100,2001-04-12
Telus,sleeperguy  ,15965,"Schenectady, Schenectady, NY, USA",40,,100,100,100,75,100,100,2001-04-12
Telus,sleeperguy  ,15964,"Schenectady, Schenectady, NY, USA",40,,100,100,100,75,100,100,2001-04-12
Telus,sebsmith  ,15949,"North Vancouver, BC, Canada",40,,75,50,25,25,25,50,2001-04-12
Telus,TechToo  ,15933,"Edmonton, AB, Canada",40,3,25,50,100,100,100,100,2001-04-12
Telus,big boy9  ,15914,"Kamloops, BC, Canada",35,5,100,100,25,25,75,75,2001-04-12
Telus,Rampage_Rick  ,15904,"Chilliwack, BC, Canada",40,21,75,75,100,50,75,100,2001-04-12
Telus,BreatheYouIn  ,15883,"Coquitlam, BC, Canada",74,,75,100,100,100,100,100,2001-04-12
Telus,rxp4me  ,14966,"Vancouver, BC, Canada",65,100,0,0,0,0,0,0,2001-04-12
Telus,macguy9  ,14903,"Delta, BC, Canada",39,25,100,100,75,100,100,100,2001-04-12
Telus,ponyboy62  ,14797,"Surrey, BC, Canada",39,30,75,100,100,100,75,75,2001-03-06
Telus,superdyke  ,14655,"Vancouver, BC, Canada",75,120,50,100,25,0,75,75,2001-03-06
Telus,thancock  ,14497,"Cochrane, AB, Canada",34,4,100,75,100,100,75,100,2001-03-06
Telus,surfsup  ,13914,V2B6S,34,5,50,50,0,25,25,0,2001-03-06
Telus,kensquires  ,13885,"Prince George, BC, Canada",40,,50,25,50,100,50,0,2001-03-06
Telus,phayze7  ,13844,"Edmonton, AB, Canada",39,380,100,25,50,50,100,100,2001-03-06
Telus,Pacificat  ,13780,"Vancouver, BC, Canada",45,30,75,100,100,100,75,100,2001-03-06
Telus,wireme9  ,13723,"Surrey, BC, Canada",34,60,75,,100,100,100,100,2001-03-06
Telus,bosfan  ,13665,"Edmonton, AB, Canada",39,,75,100,50,0,25,50,2001-03-06
Telus,SuPReMiTy  ,13663,"North Vancouver, BC, Canada",40,,75,25,25,75,75,50,2001-03-06
Telus,gerhardius  ,12854,V6H3r,49,5,75,100,100,75,75,100,2001-01-29
Telus,twidge  ,12375,"St Albert, AB, Canada",39,2,75,50,100,100,100,100,2001-01-29
Telus,Bozo23  ,11961,"Vancouver, BC, Canada",45,250,100,25,100,75,75,100,2001-01-29
Telus,Escape24  ,10909,Canada,59,5,100,100,100,75,100,100,2000-12-23
Telus,cadonweb  ,10600,"Victoria, BC, Canada",39,30,75,100,100,100,100,100,2000-12-23
Telus,Msan6  ,9497,"Vernon, BC",65,30,75,75,100,50,100,100,2000-12-23
Telus,nerf7  ,8602,"Fort Mcmurray, AB, Canada",39,14,100,50,75,50,100,75,2000-11-17
Telus,mudchucker  ,8417,undisclosed location,39,,100,100,75,50,100,75,2000-11-17
Telus,deBare  ,8384,V2X0W,,,,75,100,,,75,2000-11-17
Telus,allano  ,8056,"Vancouver, BC, Canada",35,4,75,100,100,75,75,75,2000-11-17
Telus,zone8  ,7686,"Langley, BC, Canada",22,9,75,100,75,50,75,75,2000-10-11
Telus,tGS33  ,7193,"Richmond, BC, Canada",42,,50,75,25,25,100,25,2000-10-11
Telus,Sarkem4  ,7097,undisclosed location,64,,75,50,75,75,100,50,2000-10-11
Telus,derekhd  ,6934,undisclosed location,,,100,100,100,100,100,100,2000-10-11
Telus,TheVet  ,6036,Canada,34,7,100,75,100,75,75,100,2000-09-05
Telus,Cos90  ,5953,"Edmonton, AB, Canada",40,90,100,75,100,100,100,100,2000-09-05
Telus,Xyaes  ,5944,"Dollard-Des-Ormeaux, QC, Canada",64,,75,100,100,75,100,100,2000-09-05
Telus,Tux88  ,5941,Canada,55,21,25,50,50,50,50,75,2000-09-05
Telus,Ron McOuat  ,5779,Canada,65,30,100,100,100,100,100,100,2000-09-05
Telus,mylesg  ,5739,"Calgary, AB, Canada",39,180,75,50,100,75,75,100,2000-09-05
Telus,ricknew  ,5618,Canada,80,,100,100,100,100,100,100,2000-09-05
Telus,Jo Palm  ,5401,undisclosed location,40,,75,100,100,100,,100,2000-09-05
Telus,bendawe  ,5286,undisclosed location,65,,75,100,100,,,75,2000-07-30
Telus,xDaemon  ,3108,"Edmonton, AB, Canada",40,,75,75,75,100,100,100,2000-05-18
Telus,brianmulroney  ,2823,"Vancouver, BC, Canada",40,,75,100,100,100,,100,2000-04-11
Shaw,xNPC  ,92640,"Errington, BC, Canada",120,1,50,50,50,50,50,50,2022-02-03
Shaw,zod5000  ,41858,"Victoria, BC, Canada",70,4,100,100,100,75,100,100,2021-08-16
Shaw,jed  ,96384,"Alberta, Can",182,,0,50,50,0,50,0,2020-05-18
Shaw,noiz6  ,43025,"Vancouver, BC, Canada",65,1,75,100,75,25,75,50,2020-01-29
Shaw,TripleRipple  ,95957,undisclosed location,117,,,,,,,,2019-04-12
Shaw,jungleman  ,95938,"Calgary, AB, Canada",80,4,75,100,100,100,75,100,2019-04-12
Shaw,rant_at_home  ,95769,"Winnipeg, MB, Canada",60,3,,,,,,,2018-10-12
Shaw,infamouskid  ,95714,"White Rock, BC, Canada",65,2,,,,,,,2018-09-05
Shaw,kootenayboy  ,93575,"Nelson, BC, Canada",105,18,100,75,75,75,75,75,2018-04-12
Shaw,Cartel  ,86318,"Chilliwack, BC, Canada",49,,100,75,75,75,100,100,2018-01-29
Shaw,The E  ,58824,"Burnaby, BC, Canada",126,3,75,75,100,75,100,75,2017-11-17
Shaw,tallguy11  ,27597,"Edmonton, AB, Canada",80,,100,50,75,100,100,100,2017-07-30
Shaw,AJ102  ,75946,"Vancouver, BC, Canada",100,14,50,50,50,25,25,50,2016-11-17
Shaw,k9snifferxx3  ,60392,"Calgary, AB, Canada",160,4,50,50,75,50,75,100,2016-07-30
Shaw,Bandito  ,46683,undisclosed location,113,2,50,50,100,75,25,0,2016-04-11
Shaw,chall2k56  ,93250,"Edmonton, AB, Canada",105,4,,,,,,,2015-10-12
Shaw,StolenLemur  ,93229,"High River, AB, Canada",95,1,50,75,75,25,25,25,2015-10-12
Shaw,Garrett N  ,93202,"Calgary, AB",240,,75,75,75,75,75,75,2015-09-05
Shaw,FuriousG  ,72383,"Keewatin, ON, Canada",85,,50,50,25,0,50,0,2015-07-31
Shaw,murky  ,29265,"Sault Ste Marie, ON, Canada",42,7,,,,,,,2015-07-31
Shaw,eject  ,89258,"Calgary, AB, Canada",90,,0,25,25,0,0,0,2015-07-31
Shaw,MerinX  ,80442,undisclosed location,86,,50,50,0,0,0,0,2015-03-07
Shaw,FibusSnatchy  ,92537,"Jasper, AB, Canada",88,,75,75,0,25,0,0,2015-03-07
Shaw,spock  ,92467,undisclosed location,30,10,75,75,100,75,75,0,2015-03-07
Shaw,fan13027  ,71766,"Kelowna, BC, Canada",67,2,50,75,75,50,50,50,2015-01-29
Shaw,itzspicer  ,92375,"Vermilion, AB, Canada",60,12,50,25,0,50,0,0,2015-01-29
Shaw,Gotspeed  ,92323,"Richmond, BC, Canada",230,,25,25,25,25,25,0,2015-01-29
Shaw,embeddedbill  ,92265,"Calgary, AB, Canada",60,3,50,25,75,25,25,50,2015-01-29
Shaw,ilianame  ,70013,"Burnaby, BC, Canada",29,1,75,100,100,100,75,50,2014-11-17
Shaw,Shaw250  ,91933,"Medicine Hat, AB, Canada",,,100,100,100,100,100,100,2014-10-12
Shaw,elgoog  ,91844,"Kitchener, ON, Canada",74,9,75,75,50,0,0,0,2014-10-12
Shaw,kevinds  ,91667,"Calgary, AB, Canada",200,,50,100,100,75,100,25,2014-09-05
Shaw,FaxCap  ,80470,"Surrey, BC, Canada",55,,75,75,100,75,75,75,2014-06-24
Shaw,cactuscider  ,91070,"Blairmore, AB, Canada",90,,,,,,,,2014-05-18
Shaw,kif_  ,90227,"Sioux Lookout, ON, Canada",94,8,50,50,50,25,25,25,2014-04-12
Shaw,wolfe9  ,89503,"Coquitlam, BC, Canada",71,3,50,50,0,0,25,25,2014-03-06
Shaw,HempHog  ,75493,T2Y 0K7,90,4,100,100,0,50,0,0,2014-03-06
Shaw,TheNut  ,89359,"Thornhill, ON, Canada",62,3,75,75,75,,,50,2014-01-29
Shaw,Baud1200  ,84221,"Edmonton, AB, Canada",130,1,50,75,25,25,25,25,2013-12-23
Shaw,jtl999  ,86280,canada,190,10,75,75,25,75,50,50,2013-12-23
Shaw,Maf0  ,78978,"Sherwood Park, AB, Canada",220,,0,0,75,25,50,25,2013-12-23
Shaw,illuminuldis  ,89088,"Richmond, BC, Canada",67,2,25,50,25,50,50,25,2013-12-23
Shaw,shuubz  ,88784,"White Rock, BC, Canada",105,20,50,100,100,75,75,100,2013-11-17
Shaw,Chilli  ,88706,"Chilliwack, BC, Canada",70,,0,25,75,0,0,50,2013-10-11
Shaw,Speed bot  ,79836,canada,150,,0,0,50,0,0,0,2013-10-11
Shaw,tablo  ,88264,"Edmonton, AB, Canada",120,,25,50,50,25,75,50,2013-07-30
Shaw,Finalitius  ,88202,undisclosed location,80,,75,100,50,100,25,0,2013-07-30
Shaw,focustime_06  ,87910,"Hamilton, ON, Canada",47,,50,75,100,100,75,75,2013-06-24
Shaw,tony49122  ,87887,"Vancouver, BC, Canada",147,5,50,75,100,100,75,75,2013-06-24
Shaw,korupt  ,17160,Canada,,5,75,100,75,75,50,100,2013-06-24
Shaw,Canadian Man  ,27523,"Abbotsford, BC, Canada",55,3,100,100,100,100,100,100,2013-06-24
Shaw,lostspaceman  ,87766,T3N0K7,200,,75,100,100,50,100,75,2013-06-24
Shaw,rampler  ,87667,"Calgary, AB, Canada",155,4,75,100,100,50,75,50,2013-05-18
Shaw,crazyea  ,83125,"Surrey, BC, Canada",150,16,50,75,50,25,50,25,2013-05-18
Shaw,squirt  ,68351,"Edmonton, AB, Canada",,,75,75,75,100,75,75,2013-05-18
Shaw,mbruni  ,80195,"Sault Ste Marie, ON, Canada",80,,0,50,0,0,0,0,2013-04-12
Shaw,DDubya  ,86975,"Nanaimo, BC, Canada",150,,50,25,25,25,25,50,2013-03-06
Shaw,ErikRP  ,79857,"Winnipeg, MB, Canada",110,,50,50,0,75,50,50,2013-03-06
Shaw,wilburyan  ,79842,"North York, ON, Canada",62,2,0,0,0,0,0,0,2012-12-23
Shaw,hdpoint  ,76646,"Lethbridge, AB, Canada",136,4,50,25,50,25,50,50,2012-12-23
Shaw,Bauwoo  ,86382,"Kelowna, BC, Canada",70,,50,50,25,50,50,50,2012-12-23
Shaw,Mango  ,72127,"Burnaby, BC, Canada",185,,75,50,100,100,100,100,2012-12-23
Shaw,Kold  ,85869,canada,147,,75,25,75,75,50,50,2012-10-11
Shaw,art22gg  ,77483,"Courtenay, BC, Canada",60,5,75,100,100,100,75,75,2012-09-05
Shaw,danimaltron  ,85559,"Mission, BC, Canada",150,,25,0,50,25,50,25,2012-09-05
